date,prob_diff,nltk_prob_diff,signal_finbert,signal_nltk,label
2018-03-20,-0.14616643986404196,-0.006125000000000001,0,-1,-0.0018456884848019328
2018-03-21,-0.09692013861042904,0.02941935483870968,0,0,-0.025484890016140405
2018-03-22,-0.30546428865335207,0.013657534246575342,-1,0,-0.021189833248421053
2018-03-23,-0.09520924911720909,0.02992727272727273,0,0,0.026795026112632847
2018-03-26,-0.09011019207434363,0.013000000000000001,0,0,-0.017427312133270867
2018-03-27,-0.1336000569884467,0.016885245901639343,0,0,-0.002920874045064359
2018-03-28,-0.06548779725917588,0.04546551724137931,1,1,0.013675733119263178
2018-03-29,-0.12810306239287458,-0.002644067796610169,0,0,0.0
2018-03-30,-0.12553940158750476,-0.024714285714285716,0,-1,-0.022590592580476354
2018-04-02,-0.4071433647442486,0.004416666666666669,-1,0,0.0125359346035534
2018-04-03,-0.06757808824618418,0.04901818181818182,1,1,0.011500105825438922
2018-04-04,-0.19296813997595366,0.01226829268292683,0,0,0.006839366240059874
2018-04-05,-0.09757349476392245,0.018571428571428576,0,0,-0.022164022802027894
2018-04-06,-0.1919133960080875,0.013929824561403509,0,0,0.003331017352751431
2018-04-09,-0.10666612014656963,0.025160714285714286,0,0,0.01658852125511512
2018-04-10,0.02895396443659329,0.03838888888888889,1,1,-0.005540619488903609
2018-04-11,-0.17573108604394314,0.006979166666666668,0,0,0.008216880187238651
2018-04-12,0.07202225873187162,0.01930612244897959,1,0,-0.0028908218745016256
2018-04-13,-0.3507941190002144,0.03955555555555556,-1,1,0.008076322362107646
2018-04-16,-0.1591988994292692,0.016579999999999998,0,0,0.010605144127270982
2018-04-17,-0.1263034186842059,0.010019607843137254,0,0,0.0008310203745827138
2018-04-18,0.04848423283231026,0.04553846153846154,1,1,-0.005742577941307836
2018-04-19,-0.0998976878763686,0.01812,0,0,-0.008573180471046271
2018-04-20,-0.16608432289857,-0.005945454545454543,0,-1,5.6175251820889116e-05
2018-04-23,-0.3286471576049138,0.01810810810810811,-1,0,-0.01347089561834558
2018-04-24,-0.05937303878976071,0.031982142857142855,1,1,0.0018354334726682353
2018-04-25,-0.011634223513349152,0.03276271186440678,1,1,0.010380129158368057
2018-04-26,0.05060736661892296,0.03175925925925926,1,0,0.0011130162199064486
2018-04-27,-0.020585007747003635,0.03322727272727272,1,1,-0.008221243907144071
2018-04-30,-0.22780437277114418,0.03237209302325582,0,1,0.0025458022179103423
2018-05-01,0.016569785308672084,0.023883720930232562,1,0,-0.007231903167589593
2018-05-02,-0.07418272979401075,0.057943396226415096,0,1,-0.0022562397993910466
2018-05-03,-0.19859843551726658,0.010146341463414634,0,0,0.012729831933829594
2018-05-04,-0.14036091187208385,0.003976744186046512,0,0,0.003451995069662317
2018-05-07,-0.06354718837485143,0.005028571428571426,1,0,-0.00026569121971942167
2018-05-08,-0.28764913357310623,-0.0032173913043478278,-1,0,0.009635604216150284
2018-05-09,-0.14395038047525627,0.03904166666666666,0,1,0.009327000979503453
2018-05-10,-0.08731070396830527,0.0028684210526315787,0,0,0.0017061751151761229
2018-05-11,-0.058963109455284046,0.0285,1,0,0.0008831316934818645
2018-05-14,-0.09307255103699097,0.041403225806451616,0,1,-0.006865679959648929
2018-05-15,-0.09896638923690318,0.017269841269841272,0,0,0.004052336187627681
2018-05-16,-0.06359056958899259,0.028673076923076926,1,0,-0.0008562100552644836
2018-05-17,-0.014769113034140689,0.03326027397260274,1,1,-0.002635697537312076
2018-05-18,-0.2125014693816685,0.019388888888888886,0,0,0.007359590175901154
2018-05-21,-0.10983465864945999,0.03293333333333333,0,1,-0.003140663512949615
2018-05-22,-0.33321509724051485,0.02169387755102041,-1,0,0.0032431094088005707
2018-05-23,-0.07110577439380465,-0.0016744186046511607,0,0,-0.002025252246427023
2018-05-24,-0.26576717814834594,0.01774074074074074,0,0,-0.002360028182485152
2018-05-25,-0.2355418859189303,0.01275757575757576,0,0,0.0
2018-05-28,0.0457263285626846,-0.04776923076923077,1,-1,-0.011631583739264428
2018-05-29,-0.21689847118718675,0.036093023255813955,0,1,0.012615911702765992
2018-05-30,-0.14990542384267727,0.008058823529411766,0,0,-0.006903336878120392
2018-05-31,-0.23226432721664603,0.021349206349206354,0,0,0.010790764075641945
2018-06-01,-0.3829272292767939,0.004124999999999999,-1,0,0.004469595089461542
2018-06-04,-0.12033534754735033,0.012183333333333332,0,0,0.0007023711683356026
2018-06-05,-0.014549130117533966,-0.0026792452830188694,1,0,0.008530883175666304
2018-06-06,-0.132268476593214,0.03992,0,1,-0.0007144506972114328
2018-06-07,-0.2659480687023982,0.006000000000000001,0,0,0.0031210606659346496
2018-06-08,-0.1800830225582398,0.01567307692307692,0,0,0.0010681475490628145
2018-06-11,-0.19216173567408207,-0.029666666666666668,0,-1,0.00174183223690072
2018-06-12,0.010459189823969378,0.033312499999999995,1,1,-0.0040341772794629804
2018-06-13,0.03371724296340943,0.006886792452830188,1,0,0.002468461812028977
2018-06-14,0.014656800664749997,0.025894736842105266,1,0,-0.0010175922059643128
2018-06-15,-0.26616642447547195,0.0018070175438596491,-1,0,-0.002128422800087293
2018-06-18,-0.1790052682907635,-0.002209302325581394,0,0,-0.004031549765964648
2018-06-19,-0.20409941706605586,0.0019056603773584902,0,0,0.001710697336311462
2018-06-20,-0.17299234909076394,0.011620689655172413,0,0,-0.006365707692292055
2018-06-21,-0.27335859659045597,0.03054,-1,0,0.0018602493447312796
2018-06-22,-0.2723066020424705,-0.019923076923076925,-1,-1,-0.013819790665146492
2018-06-25,-0.17553381067536444,-0.005266666666666669,0,-1,0.0022021541473096207
2018-06-26,-0.16182665150696068,0.011461538461538464,0,0,-0.008641521386802076
2018-06-27,-0.309982021666,0.004454545454545457,-1,0,0.006159615039220689
2018-06-28,-0.17116533852445984,0.029145454545454544,0,0,0.0007580943491278802
2018-06-29,-0.12697286556254594,0.004361702127659572,0,0,0.0030633182696382377
2018-07-02,-0.3637435874114892,-0.009657142857142855,-1,-1,-0.004959632808581027
2018-07-03,-0.23934415634933334,0.03152777777777778,0,0,0.0
2018-07-04,-0.3181631284961385,-0.02118518518518519,-1,-1,0.00858380669408465
2018-07-05,-0.22047160935333904,0.029658536585365852,0,0,0.008445532084703444
2018-07-06,-0.2197715860768941,-0.0038181818181818204,0,-1,0.00878434361527436
2018-07-09,-0.21584362700798243,0.011648648648648648,0,0,0.0034671897996760848
2018-07-10,0.08738166698679259,0.03059459459459459,1,0,-0.007119461953973172
2018-07-11,-0.1635695028915814,-0.011511627906976744,0,-1,0.008710984661528975
2018-07-12,-0.17368474296940356,0.02073214285714286,0,0,0.0010786485794733736
2018-07-13,-0.10791988222389551,0.0035686274509803906,0,0,-0.0010286192765862623
2018-07-16,-0.022767723406412494,0.052142857142857144,1,1,0.0039657825363441646
2018-07-17,-0.1116751063966495,0.006803278688524592,0,0,0.002158157835582486
2018-07-18,-0.08988721317376507,0.03932835820895522,0,1,-0.003960781746415343
2018-07-19,-0.09411104158316605,0.012264150943396225,0,0,-0.0009489291369755293
2018-07-20,-0.2055765483633606,0.0055,0,0,0.001836397184893812
2018-07-23,-0.18178118643620295,0.013882352941176469,0,0,0.004769546552918058
2018-07-24,0.06971493542010573,-0.0006000000000000035,1,0,0.009060376426541339
2018-07-25,-0.11348271493655535,0.008977777777777779,0,0,-0.003036858079784821
2018-07-26,-0.13648949863064,0.024654545454545457,0,0,-0.006583879546122162
2018-07-27,-0.34181765726742513,0.019,-1,0,-0.0057707999094027684
2018-07-30,-0.21914752169377646,0.00911764705882353,0,0,0.004872858193981422
2018-07-31,0.03248068581345817,0.04048979591836735,1,1,-0.0010409173801422256
2018-08-01,-0.22700224794544382,0.03380851063829787,0,1,0.004914398127409569
2018-08-02,-0.06825897837938157,0.03731578947368421,1,1,0.004633387321150373
2018-08-03,-0.16953103186207108,0.0506842105263158,0,1,0.0035320512931100723
2018-08-06,-0.08784296525516758,0.01751351351351351,0,0,0.0028201845679713955
2018-08-07,-0.10339005348040563,0.0407948717948718,0,1,-0.0002624143888114716
2018-08-08,-0.1852895990206098,0.016784313725490198,0,0,-0.001442759141442096
2018-08-09,-0.2639739382240257,0.027342857142857144,0,0,-0.0071392952256221776
2018-08-10,-0.1789414249537393,0.00021428571428571547,0,0,-0.004014003101378449
2018-08-13,-0.170735869743027,-0.04221621621621622,0,-1,0.006368919546678065
2018-08-14,0.04323687542195251,-0.012218750000000004,1,-1,-0.007631263915858
2018-08-15,-0.10165529368238987,-0.016128205128205127,0,-1,0.007888276759113744
2018-08-16,0.00895270811166875,0.04015625,1,1,0.003317626865218415
2018-08-17,-0.3423554236248421,0.009947368421052632,-1,0,0.0024250166951826913
2018-08-20,-0.15287903529596406,0.01178125,0,0,0.002066430689121823
2018-08-21,-0.06999154910645385,0.0029999999999999988,1,0,-0.0003982685850179024
2018-08-22,-0.05505448854668312,0.01125,1,0,-0.0016926632005294096
2018-08-23,-0.22630553868447956,-0.002977272727272728,0,0,0.006179719474591394
2018-08-24,-0.01492792911972417,0.007249999999999999,1,0,0.007641124395723509
2018-08-27,-0.1760814433794082,0.07885714285714286,0,1,0.00026923196567363306
2018-08-28,-0.08292968324642709,0.07580645161290323,0,1,0.005685235804660849
2018-08-29,0.054180982282409376,0.049375,1,1,-0.004440118245784497
2018-08-30,-0.11255250919803335,0.03191666666666667,0,1,0.00013442134217545032
2018-08-31,-0.23908329999294958,0.07593617021276595,0,1,0.0
2018-09-03,-0.5355320861153846,-0.07453846153846154,-1,-1,-0.0016556752036844813
2018-09-04,-0.011278697980697402,0.004850000000000002,1,0,-0.002807106722542585
2018-09-05,-0.09358918471539353,0.024274509803921568,0,0,-0.0036589741948480636
2018-09-06,-0.24257316070349458,0.017810810810810814,0,0,-0.0022157571246541607
2018-09-07,-0.0672597243651475,0.041800000000000004,1,1,0.0018960451407243895
2018-09-10,-0.1734309054158708,-0.007636363636363633,0,-1,0.00373286215637858
2018-09-11,-0.09346662831844187,0.016279069767441864,0,0,0.00035659819551447924
2018-09-12,-0.10613722168319507,0.027510204081632655,0,0,0.005268348654683841
2018-09-13,-0.11110751461633704,0.02012962962962963,0,0,0.0002754270858638108
2018-09-14,-0.149073863453147,0.03928,0,1,-0.005585314617481352
2018-09-17,-0.16748516394514498,0.04785,0,1,0.0053546495954313045
2018-09-18,-0.17825790404768185,0.020186046511627906,0,0,0.0012525249991828247
2018-09-19,-0.17465629200977567,0.002486486486486488,0,0,0.0078099973940757295
2018-09-20,-0.024532114153021593,0.002795454545454546,1,0,-0.000368574270180666
2018-09-21,0.04449654548484232,0.014730769230769231,1,0,-0.0035219491222058252
2018-09-24,-0.20426519721357903,0.02746666666666667,0,0,-0.001305928448663174
2018-09-25,-0.2620137443218374,0.04178947368421053,0,1,-0.0032946695026323525
2018-09-26,0.034407409124827586,0.05873469387755102,1,1,0.002759466146894596
2018-09-27,-0.1598176004349875,0.048156250000000005,0,1,-6.863441535109871e-06
2018-09-28,-0.2098865077305654,0.0146,0,0,0.003634455587306462
2018-10-01,-0.06321060497990715,0.061410714285714284,1,1,-0.00039671547471265
2018-10-02,-0.08824840072614133,0.045,0,1,0.000711240015347947
2018-10-03,0.022264839712171025,0.055485714285714284,1,1,-0.008203069104388838
2018-10-04,-0.30498507830184246,0.0176969696969697,-1,0,-0.005543301253227106
2018-10-05,-0.23890716092700445,0.01081578947368421,0,0,-0.0003951473188328336
2018-10-08,-0.33188582952326434,0.023866666666666665,-1,0,-0.0014189640475690268
2018-10-09,-0.05723874789908947,0.040236842105263154,1,1,-0.033416333989062075
2018-10-10,-0.1518050463781951,-0.006365853658536586,0,-1,-0.020787647463574643
2018-10-11,-0.2914584565808762,0.019,-1,0,0.014106320709680986
2018-10-12,-0.16478721291705306,0.01982608695652174,0,0,-0.005922538841602432
2018-10-15,-0.2000765557434079,0.03289473684210526,0,1,0.02126787003864994
2018-10-16,0.02393790638297082,0.05339583333333333,1,1,-0.0002527081607928139
2018-10-17,-0.11137266917887112,0.009574074074074075,0,0,-0.014496515061646065
2018-10-18,-0.008303988705801821,0.0032727272727272718,1,0,-0.00036123513910180094
2018-10-19,-0.20846614498502558,0.010837209302325582,0,0,-0.004308743988789665
2018-10-22,-0.08240995283699176,0.0010294117647058829,0,0,-0.005527097324213415
2018-10-23,-0.12333439946437565,0.043282608695652175,0,1,-0.03135083200711897
2018-10-24,-0.28362923909909454,0.009872727272727276,-1,0,0.018453729479332104
2018-10-25,-0.02943577413404762,0.05658730158730159,1,1,-0.017479090705259992
2018-10-26,-0.15769801474284836,0.030027027027027028,0,0,-0.006581230333774002
2018-10-29,-0.05004946090347307,0.01957692307692308,1,0,0.015545366655689286
2018-10-30,0.12214860847327619,0.06102380952380953,1,1,0.010792838671998872
2018-10-31,0.06366978990343333,0.010766666666666667,1,0,0.010502452503905246
2018-11-01,-0.037991150232464466,0.05329787234042553,1,1,-0.006336699810106872
2018-11-02,-0.2027452907413128,-0.01546153846153846,0,-1,0.00558469381702853
2018-11-05,-0.19279788555451763,0.04366176470588235,0,1,0.006239826862748821
2018-11-06,-0.09662632079680815,0.01995348837209302,0,0,0.020987099015789212
2018-11-07,-0.12380923918591251,0.03204166666666667,0,1,-0.0025121349979597696
2018-11-08,-0.04827533297091429,0.04040816326530612,1,1,-0.009241561593021252
2018-11-09,-0.13011762282537295,0.0021891891891891897,0,0,-0.01989813672759233
2018-11-12,-0.2358344204932769,0.04320689655172414,0,1,-0.0014830044565128375
2018-11-13,-0.2918803792901717,0.01546808510638298,-1,0,-0.007596242848709522
2018-11-14,-0.24835572130770814,0.053259259259259256,0,1,0.010538079545353796
2018-11-15,-0.12389789498659039,0.014326923076923077,0,0,0.00222081251512396
2018-11-16,-0.02511275211413529,0.049176470588235294,1,1,-0.0167831468390931
2018-11-19,-0.18993341364993,-0.014825,0,-1,-0.01831796215430881
2018-11-20,-0.17790291000777964,0.013666666666666667,0,0,0.0030386544464438003
2018-11-21,-0.13835354900351685,-0.023157894736842103,0,-1,0.0
2018-11-22,-0.333121839611176,-0.0526,-1,-1,-0.00657646776585441
2018-11-23,-0.3177810782510944,-0.0059166666666666656,-1,-1,0.015413016366781385
2018-11-26,-0.10028835257153056,0.017277777777777774,0,0,0.0032563952280595387
2018-11-27,-0.25159266623536275,-0.017431372549019608,0,-1,0.022714007938884784
2018-11-28,-0.10666212488672819,0.008022727272727272,0,0,-0.002200108521254407
2018-11-29,-0.10509148189221407,0.019392857142857146,0,0,0.008152204233589089
2018-11-30,-0.23298832457695984,0.00798360655737705,0,0,0.010881931492828123
2018-12-03,-0.09612412892175272,0.033090909090909094,0,1,-0.03290020854234488
2018-12-04,-0.3115682966063627,0.002416666666666667,-1,0,0.0
2018-12-05,-0.12012507145947193,0.012701754385964912,0,0,-0.0015233481015792805
2018-12-06,-0.20760342777243884,-0.0017397260273972614,0,0,-0.02359638323855595
2018-12-07,-0.36797965812790673,0.007192982456140353,-1,0,0.0017606440003854473
2018-12-10,-0.22594942010008,0.019464285714285712,0,0,-0.0003564318930520116
2018-12-11,-0.30737169769235445,-0.020157894736842107,-1,-1,0.005404856335625041
2018-12-12,-0.21389159548214196,0.044,0,1,-0.00019993926439898502
2018-12-13,-0.3877217698765563,0.027254545454545455,-1,0,-0.019271178750727813
2018-12-14,-0.2013469924248412,0.015862745098039217,0,0,-0.020992280594401613
2018-12-17,-0.21386014398769998,0.008071428571428571,0,0,8.640835809892167e-05
2018-12-18,-0.41828242458875453,-0.014454545454545453,-1,-1,-0.01551547811321008
2018-12-19,-0.2968624665710955,0.022483870967741938,-1,0,-0.015897793403096827
2018-12-20,-0.10626297303862361,-0.0010317460317460327,0,0,-0.020803200653483067
2018-12-21,-0.3086686952913234,-0.005340425531914893,-1,-1,-0.02748656592240728
2018-12-24,-0.48263587527853685,0.018473684210526316,-1,0,0.0
2018-12-25,0.05494626005166667,-0.009,1,-1,0.048403238994109365
2018-12-26,0.005662469714226077,0.020739130434782607,1,0,0.00852617779166831
2018-12-27,-0.08027110169165,0.01146153846153846,0,0,-0.0012423185913208457
2018-12-28,-0.3750201705597682,-0.05704545454545455,-1,-1,0.008456582977787619
2018-12-31,-0.46263824313033336,-0.00013333333333333483,-1,0,0.0
2019-01-01,-0.38639309254375,-0.0019999999999999983,-1,0,0.001267720346464607
2019-01-02,-0.2528884596039196,0.027708333333333335,0,0,-0.025068276263535694
2019-01-03,-0.4344958582149788,-0.02293939393939394,-1,-1,0.033759378318729105
2019-01-04,-0.1263409027225784,-0.026189189189189187,0,-1,0.006985975834124858
2019-01-07,-0.043813499818277785,0.05316666666666667,1,1,0.009648598495866523
2019-01-08,-0.04931467588649302,0.012046511627906977,1,0,0.004089652304170244
2019-01-09,-0.07023140237684468,0.03691489361702128,0,1,0.004508267632578722
2019-01-10,-0.26763954901922926,0.01332258064516129,-1,0,-0.00014635367547111144
2019-01-11,-0.20772428141199423,0.011404255319148935,0,0,-0.0052714324201366125
2019-01-14,-0.21208620244300672,0.022487804878048783,0,0,0.010664641768124206
2019-01-15,-0.07984287832988303,0.019415094339622643,0,0,0.0022195019060893273
2019-01-16,-0.18211733673800196,0.008627450980392158,0,0,0.007562782854257932
2019-01-17,-0.24944234080120326,0.03214285714285714,0,1,0.013096912647037051
2019-01-18,-0.10943018308207082,0.03202083333333333,0,1,0.0
2019-01-21,-0.3843609709508803,0.005179487179487179,-1,0,-0.01425845436347739
2019-01-22,-0.1372856574340547,0.021765625,0,0,0.0022004713333094728
2019-01-23,-0.13565778166952272,-0.01225,0,-1,0.0013747320396557683
2019-01-24,-0.15318669654288525,0.01622950819672131,0,0,0.008452893602496125
2019-01-25,-0.14146819349522471,0.009803921568627453,0,0,-0.007877809121116464
2019-01-28,-0.193016251819087,-0.004787878787878787,0,-1,-0.0014572709979780996
2019-01-29,-0.28721110892112695,0.012923076923076923,-1,0,0.01542959167924618
2019-01-30,-0.08843887090661097,0.02440384615384615,0,0,0.008560630907941125
2019-01-31,-0.12083937124245973,0.025083333333333332,0,0,0.000898231874432831
2019-02-01,0.028455761522860466,0.0646046511627907,1,1,0.00675334893535684
2019-02-04,-0.01568048024238812,0.03985416666666667,1,1,0.004697431279442554
2019-02-05,-0.0950808777018625,0.003291666666666665,0,0,-0.0022269728784429788
2019-02-06,0.22420557599336383,0.03904255319148936,1,1,-0.009401171920809581
2019-02-07,-0.2725828472560477,0.0135,-1,0,0.0006760338865472448
2019-02-08,-0.15827575837817368,0.03939473684210527,0,1,0.0007087905082547863
2019-02-11,-0.02283222649127242,0.022333333333333334,1,0,0.012807878037835785
2019-02-12,-0.2707035570708884,0.032375,-1,1,0.0030194138361174794
2019-02-13,-0.03131558433030277,0.029884057971014497,1,0,-0.002655145628696509
2019-02-14,-0.3139787938793931,0.009333333333333334,-1,0,0.010819962367806468
2019-02-15,-0.06331907921197728,0.03274545454545454,1,1,0.0
2019-02-18,-0.22701622910816976,0.009235294117647062,0,0,0.0014976529973074193
2019-02-19,-0.13360942269603332,0.012733333333333334,0,0,0.0017755546082875995
2019-02-20,-0.13603381073264315,0.024274509803921568,0,0,-0.0035326446287138324
2019-02-21,-0.3352164446581082,0.010245901639344262,-1,0,0.006390624438174619
2019-02-22,-0.09413937523523619,0.015636363636363636,0,0,0.0012310380564022338
2019-02-25,-0.21956791352212499,-0.0005961538461538451,0,0,-0.0007906963011299339
2019-02-26,-0.15656162805485244,-0.004833333333333333,0,-1,-0.0005441904227900807
2019-02-27,0.03972395077337718,0.04875438596491228,1,1,-0.0028295460586900134
2019-02-28,-0.22306835614638898,0.01791379310344828,0,0,0.006871673980360704
2019-03-01,-0.28438780919444756,0.013358490566037735,-1,0,-0.0038881492742657286
2019-03-04,-0.23000137176593638,0.020393939393939395,0,0,-0.0011321175028617958
2019-03-05,-0.19452848159330174,0.008844827586206899,0,0,-0.006545490992497349
2019-03-06,-0.11749516188691266,-0.0032857142857142863,0,0,-0.0081589038889609
2019-03-07,-0.21955718732583285,0.041023809523809525,0,1,-0.0021340139198384733
2019-03-08,-0.32537953516480383,0.011807692307692309,-1,0,0.014559542940995485
2019-03-11,-0.22536362695994522,-0.0258,0,-1,0.002948976274417703
2019-03-12,-0.18481186836599145,0.001109756097560976,0,0,0.006925581547047699
2019-03-13,-0.3718956478532929,-0.019888888888888887,-1,-1,-0.0008684201706037342
2019-03-14,-0.2169513172851115,-0.013804597701149423,0,-1,0.004972519373935391
2019-03-15,-0.17683665352068348,0.02003448275862069,0,0,0.003699110562036978
2019-03-18,-0.03994069690391824,0.011333333333333332,1,0,-0.00013061489628451994
2019-03-19,-0.2039457588705489,-0.003555555555555555,0,0,-0.0029486656918287224
2019-03-20,-0.26610832248427113,0.013491803278688526,-1,0,0.010794049627223856
2019-03-21,-0.30921481482930685,0.0025882352941176455,-1,0,-0.01915685423505309
2019-03-22,-0.20072223589992366,0.012,0,0,-0.0008394251681052012
2019-03-25,-0.275931325509776,0.03298,-1,1,0.00715710519489221
2019-03-26,-0.03827368430051802,0.014901639344262295,1,0,-0.0046551989086820456
2019-03-27,-0.2557534178315866,-0.003239999999999998,0,0,0.0035831172994038596
2019-03-28,-0.23874145875062408,-0.000518518518518519,0,0,0.006711719685688067
2019-03-29,-0.1412511527707,0.043265306122448985,0,1,0.011502181500052444
2019-04-01,-0.19536059862535712,0.0015238095238095232,0,0,1.7438524841040248e-05
2019-04-02,-0.1858745662305143,0.028910714285714286,0,0,0.002146103000463029
2019-04-03,-0.0908667898122786,0.037453125000000004,0,1,0.002082468563852302
2019-04-04,-0.17211220411811132,0.00415,0,0,0.004625683691842575
2019-04-05,-0.2512579680393851,-0.0065106382978723405,0,-1,0.0010469016298637612
2019-04-08,-0.12926105477126523,0.010897959183673468,0,0,-0.006085952726104793
2019-04-09,-0.1898527024424691,-0.0034727272727272727,0,0,0.003471834314500377
2019-04-10,-0.13911162345957268,0.022365853658536588,0,0,3.808514800862639e-05
2019-04-11,-0.12495922358847,0.005083333333333333,0,0,0.0065876322869362625
2019-04-12,0.03680196601467419,0.036580645161290316,1,1,-0.0006296243621459752
2019-04-15,-0.21788529149060656,0.052963636363636366,0,1,0.0005092350573869808
2019-04-16,-0.09184761656920269,0.02184615384615385,0,0,-0.0022763638303944234
2019-04-17,-0.0388344069401845,0.01719718309859155,1,0,0.0015778199046989627
2019-04-18,0.08948111493790147,0.046965517241379304,1,1,0.0
2019-04-19,-0.362657285917625,0.0245,-1,0,0.0010115259764935658
2019-04-22,-0.12294214036594318,0.008772727272727272,0,0,0.008802364401891971
2019-04-23,-0.10018888625920572,0.004357142857142856,0,0,-0.002194191904615117
2019-04-24,-0.10977878869876924,0.024115384615384615,0,0,-0.0003690150415502913
2019-04-25,-0.11527312374066849,0.030285714285714287,0,0,0.0046743634859041094
2019-04-26,-0.18830863145617036,0.044611111111111115,0,1,0.0010708986882486116
2019-04-29,0.04731337827995651,0.035608695652173915,1,1,0.000950948132915741
2019-04-30,0.13132862659441877,0.019234374999999998,1,0,-0.007530412649501272
2019-05-01,-0.08809185863634306,0.01704255319148936,0,0,-0.0021262580234031603
2019-05-02,-0.13957807925118534,0.01428888888888889,0,0,0.00959217064148099
2019-05-03,0.040999364667807695,0.011461538461538459,1,0,-0.004481039666655029
2019-05-06,-0.0751163940908021,0.01893939393939394,0,0,-0.016649515009818927
2019-05-07,-0.08402816846187872,0.03525454545454545,0,1,-0.0016066713268170218
2019-05-08,-0.1468902123002574,0.04042592592592592,0,1,-0.0030260155887189555
2019-05-09,-0.11906773983798705,0.03,0,0,0.0037134177564537296
2019-05-10,-0.11345235226960157,0.006144736842105264,0,0,-0.024426544706444453
2019-05-13,-0.23199239318498063,0.0032258064516129032,0,0,0.007984060207655297
2019-05-14,-0.2003885568132661,0.007357142857142855,0,0,0.00582197702081011
2019-05-15,-0.20805753224512002,0.019344827586206894,0,0,0.008855919648712351
2019-05-16,-0.07175438729370212,-0.005574468085106383,0,-1,-0.005854423653127938
2019-05-17,-0.3222173169503085,-0.016462962962962964,-1,-1,-0.006772240853415212
2019-05-20,-0.3932270963627868,-0.026560975609756097,-1,-1,0.008459904713623345
